employee,device,credential,event_time,shift_date,event_source,location,confidence,notes
,"#5 - H PRESSROOM",0110676325,"2026-01-21 20:08:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-21 20:09:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-21 20:09:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-21 20:09:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-21 20:09:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-21 20:12:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-21 20:13:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0555482073,"2026-01-21 20:24:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-21 20:29:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-21 20:34:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-21 20:34:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-21 20:39:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-21 20:40:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-21 20:40:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-21 20:42:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-21 21:16:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-21 21:20:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0812721867,"2026-01-21 23:16:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0110663542,"2026-01-21 23:17:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0857396216,"2026-01-21 23:22:00",2026-01-21,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-22 00:00:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-22 00:05:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-22 00:50:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0555482073,"2026-01-22 00:51:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-22 01:37:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-22 01:58:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-22 01:58:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-22 05:36:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0857397893,"2026-01-22 06:10:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-22 06:13:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-22 06:23:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-22 06:28:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-22 06:40:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-22 06:41:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-22 06:42:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-22 06:43:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656709,"2026-01-22 06:43:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0618196204,"2026-01-22 06:47:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-22 06:53:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953156594,"2026-01-22 07:08:00",2026-01-22,device,,,
,"#6 - H DIE",0110657651,"2026-01-21 07:25:00",2026-01-21,device,,,
,"#6 - H DIE",0110662630,"2026-01-21 11:00:00",2026-01-21,device,,,
,"#6 - H DIE",0110657862,"2026-01-21 11:00:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 11:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110652356,"2026-01-21 11:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 11:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110656691,"2026-01-21 11:09:00",2026-01-21,device,,,
,"#6 - H DIE",0110652356,"2026-01-21 11:29:00",2026-01-21,device,,,
,"#6 - H DIE",0110657862,"2026-01-21 11:31:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 11:31:00",2026-01-21,device,,,
,"#6 - H DIE",0110662630,"2026-01-21 11:31:00",2026-01-21,device,,,
,"#6 - H DIE",0110656691,"2026-01-21 11:32:00",2026-01-21,device,,,
,"#6 - H DIE",0110661776,"2026-01-21 14:45:00",2026-01-21,device,,,
,"#6 - H DIE",0608478978,"2026-01-21 14:54:00",2026-01-21,device,,,
,"#6 - H DIE",0110656691,"2026-01-21 15:36:00",2026-01-21,device,,,
,"#6 - H DIE",0110657862,"2026-01-21 15:58:00",2026-01-21,device,,,
,"#6 - H DIE",0110662630,"2026-01-21 16:00:00",2026-01-21,device,,,
,"#6 - H DIE",0110652356,"2026-01-21 16:00:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:01:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:02:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:03:00",2026-01-21,device,,,
,"#6 - H DIE",0110662966,"2026-01-21 16:03:00",2026-01-21,device,,,
,"#6 - H DIE",0110657651,"2026-01-21 16:31:00",2026-01-21,device,,,
,"#6 - H DIE",0110661776,"2026-01-22 00:55:00",2026-01-22,device,,,
,"#6 - H DIE",0110656691,"2026-01-22 06:01:00",2026-01-22,device,,,
,"#6 - H DIE",0110662630,"2026-01-22 06:30:00",2026-01-22,device,,,
,"#6 - H DIE",0110662966,"2026-01-22 06:30:00",2026-01-22,device,,,
,"#6 - H DIE",0110652356,"2026-01-22 06:30:00",2026-01-22,device,,,
,"#6 - H DIE",0110661794,"2026-01-22 06:31:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0361161835,"2026-01-21 10:54:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-21 10:55:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-21 10:55:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-21 10:56:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656735,"2026-01-21 10:56:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0953156594,"2026-01-21 11:04:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656735,"2026-01-21 11:29:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0953156594,"2026-01-21 11:29:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-21 11:31:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-21 11:31:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-21 11:32:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-21 14:58:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-21 17:55:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0361161835,"2026-01-21 17:56:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-21 17:56:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656735,"2026-01-21 17:58:00",2026-01-21,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-22 05:54:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656735,"2026-01-22 05:57:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-22 06:00:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-22 06:00:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656733,"2026-01-22 06:03:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-22 10:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-22 10:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-22 10:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0812720936,"2026-01-22 10:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-22 10:58:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-22 10:58:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-22 10:58:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-22 10:58:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-22 10:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-22 10:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-22 11:00:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-22 11:27:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-22 11:27:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-22 11:27:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-22 11:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-22 11:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-22 11:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0812720936,"2026-01-22 11:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-22 11:29:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-22 11:29:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-22 11:29:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-22 11:30:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678888,"2026-01-22 15:56:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-22 15:56:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-22 15:56:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-22 15:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110676497,"2026-01-22 15:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-22 15:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-22 15:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-22 15:58:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-22 15:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-22 15:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-22 15:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-22 15:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-22 15:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-22 15:59:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-22 16:00:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0812720936,"2026-01-22 16:00:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-22 19:56:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-22 19:56:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-22 19:56:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-22 19:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110676497,"2026-01-22 19:57:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-22 20:27:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-22 20:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110676497,"2026-01-22 20:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-22 20:28:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-22 20:30:00",2026-01-22,device,,,
,"#1 - H FULFILLMENT",0110676497,"2026-01-23 00:00:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-23 00:00:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-23 00:00:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-23 00:00:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-23 00:00:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-23 06:03:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-23 06:26:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-23 06:27:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110678888,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0812720936,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-23 06:29:00",2026-01-23,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-23 06:30:00",2026-01-23,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-22 14:53:00",2026-01-22,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-22 14:54:00",2026-01-22,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-22 20:02:00",2026-01-22,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-22 20:02:00",2026-01-22,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-22 20:24:00",2026-01-22,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-22 20:24:00",2026-01-22,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-23 01:46:00",2026-01-23,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-23 01:46:00",2026-01-23,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-22 06:58:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-22 07:09:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0548835166,"2026-01-22 07:19:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0812729135,"2026-01-22 08:38:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-22 09:56:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-22 10:08:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0812729135,"2026-01-22 11:47:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-22 11:50:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0812729135,"2026-01-22 12:02:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-22 12:44:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-22 14:27:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0548835166,"2026-01-22 14:33:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0795656704,"2026-01-22 14:46:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0812729135,"2026-01-22 16:41:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-22 17:38:00",2026-01-22,device,,,
,"#3 - F MAIN ENTRY",0795656704,"2026-01-23 02:13:00",2026-01-23,device,,,
,"#3 - F MAIN ENTRY",0548835166,"2026-01-23 06:03:00",2026-01-23,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-23 06:38:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-22 07:36:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0857392519,"2026-01-22 08:03:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-22 11:07:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-22 11:08:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-22 11:12:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-22 11:12:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-22 11:12:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-22 11:13:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-22 11:13:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-22 11:13:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656709,"2026-01-22 11:14:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0618196204,"2026-01-22 11:14:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-22 11:38:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-22 11:39:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-22 11:40:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-22 11:40:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-22 11:41:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-22 11:41:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656709,"2026-01-22 11:41:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953156594,"2026-01-22 11:42:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0618196204,"2026-01-22 11:42:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-22 12:01:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953156594,"2026-01-22 12:10:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812721867,"2026-01-22 14:20:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110663542,"2026-01-22 14:21:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953148922,"2026-01-22 14:40:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-22 15:04:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-22 15:04:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0618196204,"2026-01-22 15:05:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-22 15:06:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-22 15:07:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-22 15:07:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-22 15:07:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-22 15:14:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-22 15:17:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656709,"2026-01-22 15:19:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0857397893,"2026-01-22 15:27:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-22 15:38:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-22 15:46:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-22 16:01:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-22 16:13:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953156594,"2026-01-22 16:48:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-22 17:35:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0857392519,"2026-01-22 17:42:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-22 20:09:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-22 20:10:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-22 20:10:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-22 20:10:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-22 20:11:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-22 20:11:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-22 20:11:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-22 20:12:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-22 20:39:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-22 20:40:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-22 20:40:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-22 20:41:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-22 20:47:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-22 20:47:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0812721867,"2026-01-22 23:16:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0110663542,"2026-01-22 23:16:00",2026-01-22,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-23 01:28:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0812731536,"2026-01-23 01:28:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-23 01:30:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-23 01:30:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0953148922,"2026-01-23 02:00:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-23 02:00:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-23 02:00:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-23 05:46:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0857397893,"2026-01-23 06:08:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-23 06:12:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-23 06:23:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-23 06:28:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0172651946,"2026-01-23 06:37:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-23 06:39:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-23 06:40:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110656709,"2026-01-23 06:42:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-23 06:42:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0618196204,"2026-01-23 06:47:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0172651946,"2026-01-23 06:48:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-23 06:49:00",2026-01-23,device,,,
,"#5 - H PRESSROOM",0953156594,"2026-01-23 07:08:00",2026-01-23,device,,,
,"#6 - H DIE",0110657651,"2026-01-22 07:18:00",2026-01-22,device,,,
,"#6 - H DIE",0110661794,"2026-01-22 10:59:00",2026-01-22,device,,,
,"#6 - H DIE",0110662966,"2026-01-22 10:59:00",2026-01-22,device,,,
,"#6 - H DIE",0110662630,"2026-01-22 11:00:00",2026-01-22,device,,,
,"#6 - H DIE",0110652356,"2026-01-22 11:00:00",2026-01-22,device,,,
,"#6 - H DIE",0110656691,"2026-01-22 11:04:00",2026-01-22,device,,,
,"#6 - H DIE",0110662966,"2026-01-22 11:30:00",2026-01-22,device,,,
,"#6 - H DIE",0110661794,"2026-01-22 11:31:00",2026-01-22,device,,,
,"#6 - H DIE",0110662630,"2026-01-22 11:31:00",2026-01-22,device,,,
,"#6 - H DIE",0110656691,"2026-01-22 11:32:00",2026-01-22,device,,,
,"#6 - H DIE",0110661776,"2026-01-22 14:34:00",2026-01-22,device,,,
,"#6 - H DIE",0110656691,"2026-01-22 15:31:00",2026-01-22,device,,,
,"#6 - H DIE",0110661794,"2026-01-22 16:00:00",2026-01-22,device,,,
,"#6 - H DIE",0110662630,"2026-01-22 16:00:00",2026-01-22,device,,,
,"#6 - H DIE",0110662966,"2026-01-22 16:00:00",2026-01-22,device,,,
,"#6 - H DIE",0110657651,"2026-01-22 16:01:00",2026-01-22,device,,,
,"#6 - H DIE",0110662966,"2026-01-22 16:01:00",2026-01-22,device,,,
,"#6 - H DIE",0110661776,"2026-01-23 00:45:00",2026-01-23,device,,,
,"#6 - H DIE",0110656691,"2026-01-23 06:27:00",2026-01-23,device,,,
,"#6 - H DIE",0110662966,"2026-01-23 06:30:00",2026-01-23,device,,,
,"#6 - H DIE",0110662630,"2026-01-23 06:30:00",2026-01-23,device,,,
,"#6 - H DIE",0110661794,"2026-01-23 06:31:00",2026-01-23,device,,,
,"#6 - H DIE",0110662630,"2026-01-23 06:31:00",2026-01-23,device,,,
,"#6 - H DIE",0110676493,"2026-01-23 06:32:00",2026-01-23,device,,,
,"#6 - H DIE",0110657890,"2026-01-23 06:33:00",2026-01-23,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-22 10:55:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-22 10:55:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656733,"2026-01-22 10:55:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656735,"2026-01-22 10:57:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-22 10:59:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-22 11:29:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656733,"2026-01-22 11:30:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-22 11:30:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-22 11:32:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656735,"2026-01-22 11:33:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656737,"2026-01-22 15:00:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-22 17:55:00",2026-01-22,device,,,
,"#7 - H  SOUTHPRESS",0110656733,"2026-01-22 17:56:00",2026-01-22,device,,,
