employee,device,credential,event_time,shift_date,event_source,location,confidence,notes
,"#1 - H FULFILLMENT",0795638180,"2026-01-13 01:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110657872,"2026-01-13 01:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-13 01:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0906318314,"2026-01-13 01:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-13 06:03:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-13 06:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-13 06:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548836178,"2026-01-13 06:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-13 06:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-13 06:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678888,"2026-01-13 06:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-13 06:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-13 06:28:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-13 06:28:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-13 06:28:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-13 06:29:00",2026-01-13,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-12 15:20:00",2026-01-12,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-12 15:20:00",2026-01-12,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-12 20:02:00",2026-01-12,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-12 20:02:00",2026-01-12,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-12 20:24:00",2026-01-12,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-12 20:24:00",2026-01-12,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-13 01:24:00",2026-01-13,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-13 02:04:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-12 06:58:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-12 07:11:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0548835166,"2026-01-12 07:18:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-12 10:35:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-12 10:50:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-12 11:42:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-12 12:41:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0548835166,"2026-01-12 14:27:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-12 15:06:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0795656704,"2026-01-12 15:52:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-12 17:10:00",2026-01-12,device,,,
,"#3 - F MAIN ENTRY",0795656704,"2026-01-13 00:15:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0548835166,"2026-01-13 06:13:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-12 07:37:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0857392519,"2026-01-12 08:08:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-12 11:07:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172645846,"2026-01-12 11:08:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-12 11:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656705,"2026-01-12 11:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-12 11:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-12 11:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-12 11:11:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-12 11:11:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656706,"2026-01-12 11:12:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953151488,"2026-01-12 11:15:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-12 11:36:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-12 11:37:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-12 11:39:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172645846,"2026-01-12 11:40:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-12 11:40:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-12 11:41:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656705,"2026-01-12 11:41:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953151488,"2026-01-12 11:42:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656706,"2026-01-12 11:43:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-12 11:45:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-12 11:59:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-12 12:11:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0812721867,"2026-01-12 14:21:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110663542,"2026-01-12 14:23:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0857396216,"2026-01-12 14:37:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953148922,"2026-01-12 14:45:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-12 14:45:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0555482073,"2026-01-12 14:54:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-12 15:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-12 15:13:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-12 15:14:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-12 15:14:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-12 15:16:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656706,"2026-01-12 15:16:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-12 15:16:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-12 15:17:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-12 15:26:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953151488,"2026-01-12 15:28:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-12 15:28:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656705,"2026-01-12 15:28:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-12 15:40:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-12 16:06:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-12 16:06:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0253507542,"2026-01-12 16:06:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0253505429,"2026-01-12 16:07:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-12 16:08:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648533,"2026-01-12 16:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648527,"2026-01-12 16:14:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0857397893,"2026-01-12 16:22:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172645846,"2026-01-12 18:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0857392519,"2026-01-12 19:34:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-12 20:05:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-12 20:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-12 20:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648527,"2026-01-12 20:09:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-12 20:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0253507542,"2026-01-12 20:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0253505429,"2026-01-12 20:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-12 20:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-12 20:10:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-12 20:15:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-12 20:16:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0555482073,"2026-01-12 20:28:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-12 20:29:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-12 20:34:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648527,"2026-01-12 20:35:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-12 20:36:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648533,"2026-01-12 20:37:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-12 20:37:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0253507542,"2026-01-12 20:39:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-12 20:39:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-12 20:40:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-12 20:40:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-12 20:41:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0253505429,"2026-01-12 20:41:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110663542,"2026-01-12 23:14:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0812721867,"2026-01-12 23:14:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-12 23:28:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-12 23:28:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0857396216,"2026-01-12 23:59:00",2026-01-12,device,,,
,"#5 - H PRESSROOM",0172648517,"2026-01-13 00:30:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0299987869,"2026-01-13 00:32:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0253507542,"2026-01-13 00:32:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0172645968,"2026-01-13 00:36:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0253505429,"2026-01-13 00:36:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0555482073,"2026-01-13 01:25:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0172648533,"2026-01-13 01:34:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0172648527,"2026-01-13 01:37:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0906298727,"2026-01-13 01:48:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0299990301,"2026-01-13 02:18:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953148922,"2026-01-13 02:18:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656690,"2026-01-13 02:19:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-13 05:38:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-13 06:04:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-13 06:05:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0172645846,"2026-01-13 06:09:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953151488,"2026-01-13 06:12:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-13 06:12:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0857397893,"2026-01-13 06:15:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-13 06:39:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-13 06:39:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-13 06:40:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656705,"2026-01-13 06:40:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-13 06:40:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656706,"2026-01-13 06:44:00",2026-01-13,device,,,
,"#6 - H DIE",0608478978,"2026-01-12 10:13:00",2026-01-12,device,,,
,"#6 - H DIE",0110661794,"2026-01-12 11:00:00",2026-01-12,device,,,
,"#6 - H DIE",0110676355,"2026-01-12 11:00:00",2026-01-12,device,,,
,"#6 - H DIE",0110657886,"2026-01-12 11:00:00",2026-01-12,device,,,
,"#6 - H DIE",0548836197,"2026-01-12 11:00:00",2026-01-12,device,,,
,"#6 - H DIE",0110657883,"2026-01-12 11:00:00",2026-01-12,device,,,
,"#6 - H DIE",0110658807,"2026-01-12 11:01:00",2026-01-12,device,,,
,"#6 - H DIE",0110656691,"2026-01-12 11:06:00",2026-01-12,device,,,
,"#6 - H DIE",0110657886,"2026-01-12 11:29:00",2026-01-12,device,,,
,"#6 - H DIE",0110676355,"2026-01-12 11:29:00",2026-01-12,device,,,
,"#6 - H DIE",0548836197,"2026-01-12 11:29:00",2026-01-12,device,,,
,"#6 - H DIE",0110661794,"2026-01-12 11:30:00",2026-01-12,device,,,
,"#6 - H DIE",0110656691,"2026-01-12 11:31:00",2026-01-12,device,,,
,"#6 - H DIE",0110657883,"2026-01-12 11:31:00",2026-01-12,device,,,
,"#6 - H DIE",0110661776,"2026-01-12 14:37:00",2026-01-12,device,,,
,"#6 - H DIE",0110656691,"2026-01-12 15:34:00",2026-01-12,device,,,
,"#6 - H DIE",0110657883,"2026-01-12 16:02:00",2026-01-12,device,,,
,"#6 - H DIE",0548836197,"2026-01-12 16:02:00",2026-01-12,device,,,
,"#6 - H DIE",0110661794,"2026-01-12 16:02:00",2026-01-12,device,,,
,"#6 - H DIE",0110676355,"2026-01-12 16:02:00",2026-01-12,device,,,
,"#6 - H DIE",0110657886,"2026-01-12 16:26:00",2026-01-12,device,,,
,"#6 - H DIE",0110661776,"2026-01-13 01:04:00",2026-01-13,device,,,
,"#6 - H DIE",0110656691,"2026-01-13 06:25:00",2026-01-13,device,,,
,"#6 - H DIE",0608478978,"2026-01-13 06:26:00",2026-01-13,device,,,
,"#6 - H DIE",0110661794,"2026-01-13 06:29:00",2026-01-13,device,,,
,"#6 - H DIE",0110657883,"2026-01-13 06:31:00",2026-01-13,device,,,
,"#6 - H DIE",0110676355,"2026-01-13 06:31:00",2026-01-13,device,,,
,"#6 - H DIE",0110657891,"2026-01-13 06:33:00",2026-01-13,device,,,
,"#7 - H  SOUTHPRESS",0953160884,"2026-01-12 08:53:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-12 10:54:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-12 10:55:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-12 11:29:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-12 11:33:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-12 17:55:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-12 17:56:00",2026-01-12,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-13 05:56:00",2026-01-13,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-13 05:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-13 10:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548836178,"2026-01-13 10:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-13 10:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-13 10:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-13 10:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678888,"2026-01-13 10:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-13 10:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-13 10:59:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-13 10:59:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-13 11:00:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-13 11:01:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-13 11:03:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548836178,"2026-01-13 11:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-13 11:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-13 11:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-13 11:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-13 11:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-13 11:28:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-13 11:28:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-13 11:29:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-13 11:29:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-13 11:29:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-13 11:30:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-13 07:08:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-13 07:11:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-13 11:15:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0618195350,"2026-01-13 11:36:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-13 11:50:00",2026-01-13,device,,,
,"#3 - F MAIN ENTRY",0110668804,"2026-01-13 12:38:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-13 07:46:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0857392519,"2026-01-13 08:13:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-13 11:03:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-13 11:07:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-13 11:10:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-13 11:11:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656705,"2026-01-13 11:11:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-13 11:11:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-13 11:11:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-13 11:11:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953151488,"2026-01-13 11:12:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-13 11:12:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0172645846,"2026-01-13 11:14:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656706,"2026-01-13 11:15:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-13 11:19:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953150463,"2026-01-13 11:35:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656697,"2026-01-13 11:37:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110678895,"2026-01-13 11:38:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0906354095,"2026-01-13 11:40:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656694,"2026-01-13 11:41:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656705,"2026-01-13 11:41:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676337,"2026-01-13 11:41:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0318343163,"2026-01-13 11:41:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676331,"2026-01-13 11:42:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110656706,"2026-01-13 11:42:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953151488,"2026-01-13 11:42:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110668803,"2026-01-13 11:43:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0172645846,"2026-01-13 11:43:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0953144462,"2026-01-13 11:59:00",2026-01-13,device,,,
,"#5 - H PRESSROOM",0110676325,"2026-01-13 12:16:00",2026-01-13,device,,,
,"#6 - H DIE",0110657883,"2026-01-13 11:00:00",2026-01-13,device,,,
,"#6 - H DIE",0110661794,"2026-01-13 11:00:00",2026-01-13,device,,,
,"#6 - H DIE",0110656691,"2026-01-13 11:03:00",2026-01-13,device,,,
,"#6 - H DIE",0110676355,"2026-01-13 11:03:00",2026-01-13,device,,,
,"#6 - H DIE",0110657891,"2026-01-13 11:07:00",2026-01-13,device,,,
,"#6 - H DIE",0110676355,"2026-01-13 11:29:00",2026-01-13,device,,,
,"#6 - H DIE",0110661794,"2026-01-13 11:29:00",2026-01-13,device,,,
,"#6 - H DIE",0110656691,"2026-01-13 11:30:00",2026-01-13,device,,,
,"#6 - H DIE",0110657883,"2026-01-13 11:31:00",2026-01-13,device,,,
,"#6 - H DIE",0110657891,"2026-01-13 11:35:00",2026-01-13,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-13 10:54:00",2026-01-13,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-13 10:55:00",2026-01-13,device,,,
,"#7 - H  SOUTHPRESS",0110663558,"2026-01-13 11:29:00",2026-01-13,device,,,
,"#7 - H  SOUTHPRESS",0110656721,"2026-01-13 11:31:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0608478882,"2026-01-13 14:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-13 15:56:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-13 15:56:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-13 15:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-13 15:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-13 15:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-13 15:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-13 15:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548836178,"2026-01-13 15:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-13 15:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-13 15:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-13 15:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-13 15:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-13 15:58:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-13 15:59:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-13 16:00:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-13 19:56:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-13 19:56:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-13 19:56:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-13 19:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0608478882,"2026-01-13 19:57:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0608478882,"2026-01-13 20:25:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-13 20:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-13 20:26:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-13 20:27:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-13 20:29:00",2026-01-13,device,,,
,"#1 - H FULFILLMENT",0795641386,"2026-01-14 01:24:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0953153513,"2026-01-14 01:24:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0795648116,"2026-01-14 01:24:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0906330943,"2026-01-14 01:25:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0608478882,"2026-01-14 01:35:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110678889,"2026-01-14 06:03:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110657873,"2026-01-14 06:26:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0360154196,"2026-01-14 06:27:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0361572962,"2026-01-14 06:27:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0548836178,"2026-01-14 06:27:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110678888,"2026-01-14 06:27:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110187001,"2026-01-14 06:28:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110662956,"2026-01-14 06:28:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110662942,"2026-01-14 06:28:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0110678891,"2026-01-14 06:28:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0548834526,"2026-01-14 06:28:00",2026-01-14,device,,,
,"#1 - H FULFILLMENT",0361162048,"2026-01-14 06:29:00",2026-01-14,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-13 14:49:00",2026-01-13,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-13 14:52:00",2026-01-13,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-13 20:02:00",2026-01-13,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-13 20:02:00",2026-01-13,device,,,
,"#2 - H FINISHING",0110656696,"2026-01-13 20:24:00",2026-01-13,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-13 20:24:00",2026-01-13,device,,,
,"#2 - H FINISHING",0608489578,"2026-01-14 01:24:00",2026-01-14,device,,,
